OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Length,Shape__Area
1,1,Carlow,56932,2/27/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.5725,2432351721
2,2,Cavan,76176,2/27/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.4965,5575009911
3,3,Clare,118817,2/27/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95,8722541706
4,4,Cork,542868,2/27/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.409,19529490886
5,5,Donegal,159192,2/27/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.774,14624041937
6,6,Dublin,1347359,2/27/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.5318,2612632655
7,7,Galway,258058,2/27/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.286,17079158586
8,8,Kerry,147707,2/27/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.819,12483603408
9,9,Kildare,222504,2/27/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.0368,4726063622
10,10,Kilkenny,99232,2/27/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.5722,5585391835
11,11,Laois,84697,2/27/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.4622,4731211499
12,12,Leitrim,32044,2/27/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685,4618679673
13,13,Limerick,194899,2/27/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.6905,7206726912
14,14,Longford,40873,2/27/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.1728,3097977869
15,15,Louth,128884,2/27/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.5172,2386326963
16,16,Mayo,130507,2/27/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.077,16036984139
17,17,Meath,195044,2/27/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.7505,6658570746
18,18,Monaghan,61386,2/27/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.0473,3768943157
19,19,Offaly,77961,2/27/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.3786,5558826350
20,20,Roscommon,64544,2/27/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.1546,7278743876
21,21,Sligo,65535,2/27/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.8703,5348370378
22,22,Tipperary,159553,2/27/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.5797,11551196729
23,23,Waterford,116176,2/27/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.904,4848379555
24,24,Westmeath,88770,2/27/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.3327,5208705730
25,25,Wexford,149722,2/27/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.4767,6332221063
26,26,Wicklow,142425,2/27/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.1986,5580728579
27,1,Carlow,56932,3/1/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.5725,2432351721
28,2,Cavan,76176,3/1/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.4965,5575009911
29,3,Clare,118817,3/1/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95,8722541706
30,4,Cork,542868,3/1/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.409,19529490886
31,5,Donegal,159192,3/1/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.774,14624041937
32,6,Dublin,1347359,3/1/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.5318,2612632655
33,7,Galway,258058,3/1/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.286,17079158586
34,8,Kerry,147707,3/1/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.819,12483603408
35,9,Kildare,222504,3/1/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.0368,4726063622
36,10,Kilkenny,99232,3/1/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.5722,5585391835
37,11,Laois,84697,3/1/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.4622,4731211499
38,12,Leitrim,32044,3/1/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685,4618679673
39,13,Limerick,194899,3/1/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.6905,7206726912
40,14,Longford,40873,3/1/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.1728,3097977869
41,15,Louth,128884,3/1/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.5172,2386326963
42,16,Mayo,130507,3/1/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.077,16036984139
43,17,Meath,195044,3/1/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.7505,6658570746
44,18,Monaghan,61386,3/1/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.0473,3768943157
45,19,Offaly,77961,3/1/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.3786,5558826350
46,20,Roscommon,64544,3/1/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.1546,7278743876
47,21,Sligo,65535,3/1/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.8703,5348370378
48,22,Tipperary,159553,3/1/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.5797,11551196729
49,23,Waterford,116176,3/1/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.904,4848379555
50,24,Westmeath,88770,3/1/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.3327,5208705730
51,25,Wexford,149722,3/1/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.4767,6332221063
52,26,Wicklow,142425,3/1/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.1986,5580728579
53,1,Carlow,56932,3/2/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.5725,2432351721
54,2,Cavan,76176,3/2/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.4965,5575009911
55,3,Clare,118817,3/2/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95,8722541706
56,4,Cork,542868,3/2/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.409,19529490886
57,5,Donegal,159192,3/2/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.774,14624041937
58,6,Dublin,1347359,3/2/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.5318,2612632655
59,7,Galway,258058,3/2/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.286,17079158586
60,8,Kerry,147707,3/2/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.819,12483603408
61,9,Kildare,222504,3/2/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.0368,4726063622
62,10,Kilkenny,99232,3/2/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.5722,5585391835
63,11,Laois,84697,3/2/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.4622,4731211499
64,12,Leitrim,32044,3/2/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685,4618679673
65,13,Limerick,194899,3/2/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.6905,7206726912
66,14,Longford,40873,3/2/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.1728,3097977869
67,15,Louth,128884,3/2/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.5172,2386326963
68,16,Mayo,130507,3/2/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.077,16036984139
69,17,Meath,195044,3/2/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.7505,6658570746
70,18,Monaghan,61386,3/2/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.0473,3768943157
71,19,Offaly,77961,3/2/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.3786,5558826350
72,20,Roscommon,64544,3/2/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.1546,7278743876
73,21,Sligo,65535,3/2/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.8703,5348370378
74,22,Tipperary,159553,3/2/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.5797,11551196729
75,23,Waterford,116176,3/2/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.904,4848379555
76,24,Westmeath,88770,3/2/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.3327,5208705730
77,25,Wexford,149722,3/2/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.4767,6332221063
78,26,Wicklow,142425,3/2/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.1986,5580728579
79,1,Carlow,56932,3/3/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.5725,2432351721
80,2,Cavan,76176,3/3/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.4965,5575009911
81,3,Clare,118817,3/3/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95,8722541706
82,4,Cork,542868,3/3/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.409,19529490886
83,5,Donegal,159192,3/3/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.774,14624041937
84,6,Dublin,1347359,3/3/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.5318,2612632655
85,7,Galway,258058,3/3/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.286,17079158586
86,8,Kerry,147707,3/3/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.819,12483603408
87,9,Kildare,222504,3/3/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.0368,4726063622
88,10,Kilkenny,99232,3/3/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.5722,5585391835
89,11,Laois,84697,3/3/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.4622,4731211499
90,12,Leitrim,32044,3/3/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685,4618679673
91,13,Limerick,194899,3/3/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.6905,7206726912
92,14,Longford,40873,3/3/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.1728,3097977869
93,15,Louth,128884,3/3/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.5172,2386326963
94,16,Mayo,130507,3/3/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.077,16036984139
95,17,Meath,195044,3/3/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.7505,6658570746
96,18,Monaghan,61386,3/3/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.0473,3768943157
97,19,Offaly,77961,3/3/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.3786,5558826350
98,20,Roscommon,64544,3/3/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.1546,7278743876
99,21,Sligo,65535,3/3/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.8703,5348370378
100,22,Tipperary,159553,3/3/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.5797,11551196729
101,23,Waterford,116176,3/3/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.904,4848379555
102,24,Westmeath,88770,3/3/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.3327,5208705730
103,25,Wexford,149722,3/3/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.4767,6332221063
104,26,Wicklow,142425,3/3/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.1986,5580728579
105,1,Carlow,56932,3/4/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.5725,2432351721
106,2,Cavan,76176,3/4/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.4965,5575009911
107,3,Clare,118817,3/4/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95,8722541706
108,4,Cork,542868,3/4/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.409,19529490886
109,5,Donegal,159192,3/4/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.774,14624041937
110,6,Dublin,1347359,3/4/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.5318,2612632655
111,7,Galway,258058,3/4/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.286,17079158586
112,8,Kerry,147707,3/4/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.819,12483603408
113,9,Kildare,222504,3/4/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.0368,4726063622
114,10,Kilkenny,99232,3/4/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.5722,5585391835
115,11,Laois,84697,3/4/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.4622,4731211499
116,12,Leitrim,32044,3/4/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685,4618679673
117,13,Limerick,194899,3/4/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.6905,7206726912
118,14,Longford,40873,3/4/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.1728,3097977869
119,15,Louth,128884,3/4/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.5172,2386326963
120,16,Mayo,130507,3/4/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.077,16036984139
121,17,Meath,195044,3/4/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.7505,6658570746
122,18,Monaghan,61386,3/4/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.0473,3768943157
123,19,Offaly,77961,3/4/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.3786,5558826350
124,20,Roscommon,64544,3/4/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.1546,7278743876
125,21,Sligo,65535,3/4/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.8703,5348370378
126,22,Tipperary,159553,3/4/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.5797,11551196729
127,23,Waterford,116176,3/4/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.904,4848379555
128,24,Westmeath,88770,3/4/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.3327,5208705730
129,25,Wexford,149722,3/4/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.4767,6332221063
130,26,Wicklow,142425,3/4/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.1986,5580728579
131,1,Carlow,56932,3/5/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.5725,2432351721
132,2,Cavan,76176,3/5/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.4965,5575009911
133,3,Clare,118817,3/5/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95,8722541706
134,4,Cork,542868,3/5/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.409,19529490886
135,5,Donegal,159192,3/5/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.774,14624041937
136,6,Dublin,1347359,3/5/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.5318,2612632655
137,7,Galway,258058,3/5/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.286,17079158586
138,8,Kerry,147707,3/5/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.819,12483603408
139,9,Kildare,222504,3/5/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.0368,4726063622
140,10,Kilkenny,99232,3/5/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.5722,5585391835
141,11,Laois,84697,3/5/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.4622,4731211499
142,12,Leitrim,32044,3/5/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685,4618679673
143,13,Limerick,194899,3/5/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.6905,7206726912
144,14,Longford,40873,3/5/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.1728,3097977869
145,15,Louth,128884,3/5/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.5172,2386326963
146,16,Mayo,130507,3/5/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.077,16036984139
147,17,Meath,195044,3/5/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.7505,6658570746
148,18,Monaghan,61386,3/5/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.0473,3768943157
149,19,Offaly,77961,3/5/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.3786,5558826350
