OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Length,Shape__Area
5525,13,Limerick,194899,9/28/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,946,485.3796069,,,673892.6905,7206726912
5526,14,Longford,40873,9/28/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,345,844.0779977,,,315245.1728,3097977869
5527,15,Louth,128884,9/28/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1034,802.2718103,,,352203.5172,2386326963
5528,16,Mayo,130507,9/28/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,648,496.5250906,,,2101964.077,16036984139
5529,17,Meath,195044,9/28/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,1053,539.8781813,,,554844.7505,6658570746
5530,18,Monaghan,61386,9/28/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,671,1093.083113,,,392803.0473,3768943157
5531,19,Offaly,77961,9/28/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,721,924.8213851,,,561440.3786,5558826350
5532,20,Roscommon,64544,9/28/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,445,689.4521567,,,622494.1546,7278743876
5533,21,Sligo,65535,9/28/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,180,274.6623941,,,682286.8703,5348370378
5534,22,Tipperary,159553,9/28/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,786,492.6262747,,,781276.5797,11551196729
5535,23,Waterford,116176,9/28/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,338,290.9378873,,,643184.904,4848379555
5536,24,Westmeath,88770,9/28/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,773,870.7896812,,,422669.3327,5208705730
5537,25,Wexford,149722,9/28/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,397,265.158093,,,589324.4767,6332221063
5538,26,Wicklow,142425,9/28/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,912,640.3370195,,,427539.1986,5580728579
5539,1,Carlow,56932,9/29/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,286,502.3536851,,,319348.5725,2432351721
5540,2,Cavan,76176,9/29/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,953,1251.0502,,,515954.4965,5575009911
5541,3,Clare,118817,9/29/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,583,490.6705269,,,1013948.95,8722541706
5542,4,Cork,542868,9/29/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,2145,395.1236765,,,2129949.409,19529490886
5543,5,Donegal,159192,9/29/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,949,596.1354842,,,2145085.774,14624041937
5544,6,Dublin,1347359,9/29/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,17149,1272.786243,,,449433.5318,2612632655
5545,7,Galway,258058,9/29/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,765,296.4449852,,,1972288.286,17079158586
5546,8,Kerry,147707,9/29/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,391,264.7132499,,,1753779.819,12483603408
5547,9,Kildare,222504,9/29/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2585,1161.776867,,,422182.0368,4726063622
5548,10,Kilkenny,99232,9/29/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,459,462.5524025,,,453397.5722,5585391835
5549,11,Laois,84697,9/29/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,453,534.8477514,,,398512.4622,4731211499
5550,12,Leitrim,32044,9/29/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,116,362.0022469,,,453253.685,4618679673
5551,13,Limerick,194899,9/29/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,958,491.5366421,,,673892.6905,7206726912
5552,14,Longford,40873,9/29/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,352,861.2042179,,,315245.1728,3097977869
5553,15,Louth,128884,9/29/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1042,808.4789423,,,352203.5172,2386326963
5554,16,Mayo,130507,9/29/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,648,496.5250906,,,2101964.077,16036984139
5555,17,Meath,195044,9/29/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,1062,544.4925248,,,554844.7505,6658570746
5556,18,Monaghan,61386,9/29/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,672,1094.712149,,,392803.0473,3768943157
5557,19,Offaly,77961,9/29/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,726,931.2348482,,,561440.3786,5558826350
5558,20,Roscommon,64544,9/29/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,449,695.6494794,,,622494.1546,7278743876
5559,21,Sligo,65535,9/29/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,180,274.6623941,,,682286.8703,5348370378
5560,22,Tipperary,159553,9/29/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,788,493.8797766,,,781276.5797,11551196729
5561,23,Waterford,116176,9/29/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,340,292.6594133,,,643184.904,4848379555
5562,24,Westmeath,88770,9/29/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,778,876.4222147,,,422669.3327,5208705730
5563,25,Wexford,149722,9/29/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,399,266.493902,,,589324.4767,6332221063
5564,26,Wicklow,142425,9/29/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,927,650.8688784,,,427539.1986,5580728579
5565,1,Carlow,56932,9/30/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,291,511.1360922,,,319348.5725,2432351721
5566,2,Cavan,76176,9/30/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,963,1264.177694,,,515954.4965,5575009911
5567,3,Clare,118817,9/30/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,600,504.9782439,,,1013948.95,8722541706
5568,4,Cork,542868,9/30/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,2192,403.7813981,,,2129949.409,19529490886
5569,5,Donegal,159192,9/30/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,977,613.7243078,,,2145085.774,14624041937
5570,6,Dublin,1347359,9/30/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,17315,1285.106642,,,449433.5318,2612632655
5571,7,Galway,258058,9/30/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,786,304.5826907,,,1972288.286,17079158586
5572,8,Kerry,147707,9/30/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,393,266.0672818,,,1753779.819,12483603408
5573,9,Kildare,222504,9/30/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2594,1165.821738,,,422182.0368,4726063622
5574,10,Kilkenny,99232,9/30/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,463,466.5833602,,,453397.5722,5585391835
5575,11,Laois,84697,9/30/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,464,547.8352244,,,398512.4622,4731211499
5576,12,Leitrim,32044,9/30/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,118,368.243665,,,453253.685,4618679673
5577,13,Limerick,194899,9/30/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,964,494.6151596,,,673892.6905,7206726912
5578,14,Longford,40873,9/30/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,363,888.1168498,,,315245.1728,3097977869
5579,15,Louth,128884,9/30/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1046,811.5825083,,,352203.5172,2386326963
5580,16,Mayo,130507,9/30/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,650,498.0575755,,,2101964.077,16036984139
5581,17,Meath,195044,9/30/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,1085,556.2847358,,,554844.7505,6658570746
5582,18,Monaghan,61386,9/30/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,693,1128.921904,,,392803.0473,3768943157
5583,19,Offaly,77961,9/30/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,730,936.3656187,,,561440.3786,5558826350
5584,20,Roscommon,64544,9/30/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,461,714.2414477,,,622494.1546,7278743876
5585,21,Sligo,65535,9/30/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,182,277.7141985,,,682286.8703,5348370378
5586,22,Tipperary,159553,9/30/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,799,500.7740375,,,781276.5797,11551196729
5587,23,Waterford,116176,9/30/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,344,296.1024652,,,643184.904,4848379555
5588,24,Westmeath,88770,9/30/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,782,880.9282415,,,422669.3327,5208705730
5589,25,Wexford,149722,9/30/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,404,269.8334246,,,589324.4767,6332221063
5590,26,Wicklow,142425,9/30/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,934,655.7837458,,,427539.1986,5580728579
5591,1,Carlow,56932,10/1/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,292,512.8925736,,,319348.5725,2432351721
5592,2,Cavan,76176,10/1/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,972,1275.992439,,,515954.4965,5575009911
5593,3,Clare,118817,10/1/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,609,512.5529175,,,1013948.95,8722541706
5594,4,Cork,542868,10/1/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,2253,415.0180154,,,2129949.409,19529490886
5595,5,Donegal,159192,10/1/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,1013,636.3385095,,,2145085.774,14624041937
5596,6,Dublin,1347359,10/1/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,17496,1298.54033,,,449433.5318,2612632655
5597,7,Galway,258058,10/1/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,796,308.4577886,,,1972288.286,17079158586
5598,8,Kerry,147707,10/1/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,405,274.1914737,,,1753779.819,12483603408
5599,9,Kildare,222504,10/1/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2613,1174.36091,,,422182.0368,4726063622
5600,10,Kilkenny,99232,10/1/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,472,475.6530152,,,453397.5722,5585391835
5601,11,Laois,84697,10/1/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,465,549.0159038,,,398512.4622,4731211499
5602,12,Leitrim,32044,10/1/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,118,368.243665,,,453253.685,4618679673
5603,13,Limerick,194899,10/1/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,983,504.3637987,,,673892.6905,7206726912
5604,14,Longford,40873,10/1/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,372,910.1362758,,,315245.1728,3097977869
5605,15,Louth,128884,10/1/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1054,817.7896403,,,352203.5172,2386326963
5606,16,Mayo,130507,10/1/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,654,501.1225452,,,2101964.077,16036984139
5607,17,Meath,195044,10/1/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,1097,562.4371937,,,554844.7505,6658570746
5608,18,Monaghan,61386,10/1/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,697,1135.438048,,,392803.0473,3768943157
5609,19,Offaly,77961,10/1/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,739,947.9098524,,,561440.3786,5558826350
5610,20,Roscommon,64544,10/1/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,470,728.1854239,,,622494.1546,7278743876
5611,21,Sligo,65535,10/1/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,183,279.2401007,,,682286.8703,5348370378
5612,22,Tipperary,159553,10/1/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,806,505.1612944,,,781276.5797,11551196729
5613,23,Waterford,116176,10/1/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,345,296.9632282,,,643184.904,4848379555
5614,24,Westmeath,88770,10/1/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,791,891.0668018,,,422669.3327,5208705730
5615,25,Wexford,149722,10/1/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,410,273.8408517,,,589324.4767,6332221063
5616,26,Wicklow,142425,10/1/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,952,668.4219765,,,427539.1986,5580728579
5617,1,Carlow,56932,10/2/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,299,525.1879435,,,319348.5725,2432351721
5618,2,Cavan,76176,10/2/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,980,1286.494434,,,515954.4965,5575009911
5619,3,Clare,118817,10/2/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,626,526.8606344,,,1013948.95,8722541706
5620,4,Cork,542868,10/2/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,2299,423.4915302,,,2129949.409,19529490886
5621,5,Donegal,159192,10/2/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,1071,672.7725011,,,2145085.774,14624041937
5622,6,Dublin,1347359,10/2/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,17720,1315.165446,,,449433.5318,2612632655
5623,7,Galway,258058,10/2/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,814,315.4329647,,,1972288.286,17079158586
5624,8,Kerry,147707,10/2/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,426,288.4088093,,,1753779.819,12483603408
5625,9,Kildare,222504,10/2/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2657,1194.135836,,,422182.0368,4726063622
5626,10,Kilkenny,99232,10/2/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,477,480.6917124,,,453397.5722,5585391835
5627,11,Laois,84697,10/2/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,493,582.0749259,,,398512.4622,4731211499
5628,12,Leitrim,32044,10/2/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,119,371.364374,,,453253.685,4618679673
5629,13,Limerick,194899,10/2/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,1014,520.2694729,,,673892.6905,7206726912
5630,14,Longford,40873,10/2/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,375,917.4760845,,,315245.1728,3097977869
5631,15,Louth,128884,10/2/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1066,827.1003383,,,352203.5172,2386326963
5632,16,Mayo,130507,10/2/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,660,505.7199997,,,2101964.077,16036984139
5633,17,Meath,195044,10/2/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,1110,569.1023564,,,554844.7505,6658570746
5634,18,Monaghan,61386,10/2/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,709,1154.986479,,,392803.0473,3768943157
5635,19,Offaly,77961,10/2/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,748,959.454086,,,561440.3786,5558826350
5636,20,Roscommon,64544,10/2/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,477,739.0307387,,,622494.1546,7278743876
5637,21,Sligo,65535,10/2/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,190,289.921416,,,682286.8703,5348370378
5638,22,Tipperary,159553,10/2/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,815,510.8020532,,,781276.5797,11551196729
5639,23,Waterford,116176,10/2/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,348,299.5455171,,,643184.904,4848379555
5640,24,Westmeath,88770,10/2/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,796,896.6993354,,,422669.3327,5208705730
5641,25,Wexford,149722,10/2/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,418,279.1840878,,,589324.4767,6332221063
5642,26,Wicklow,142425,10/2/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,961,674.7410918,,,427539.1986,5580728579
5643,1,Carlow,56932,10/3/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,300,526.9444249,,,319348.5725,2432351721
5644,2,Cavan,76176,10/3/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,985,1293.058181,,,515954.4965,5575009911
5645,3,Clare,118817,10/3/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,643,541.1683513,,,1013948.95,8722541706
5646,4,Cork,542868,10/3/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,2354,433.6229065,,,2129949.409,19529490886
5647,5,Donegal,159192,10/3/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,1102,692.2458415,,,2145085.774,14624041937
5648,6,Dublin,1347359,10/3/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,17821,1322.661592,,,449433.5318,2612632655
5649,7,Galway,258058,10/3/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,837,324.3456897,,,1972288.286,17079158586
5650,8,Kerry,147707,10/3/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,436,295.1789692,,,1753779.819,12483603408
5651,9,Kildare,222504,10/3/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2663,1196.832416,,,422182.0368,4726063622
5652,10,Kilkenny,99232,10/3/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,483,486.738149,,,453397.5722,5585391835
5653,11,Laois,84697,10/3/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,497,586.7976434,,,398512.4622,4731211499
5654,12,Leitrim,32044,10/3/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,122,380.7265011,,,453253.685,4618679673
5655,13,Limerick,194899,10/3/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,1038,532.5835433,,,673892.6905,7206726912
5656,14,Longford,40873,10/3/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,377,922.3692902,,,315245.1728,3097977869
5657,15,Louth,128884,10/3/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1070,830.2039043,,,352203.5172,2386326963
5658,16,Mayo,130507,10/3/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,665,509.5512118,,,2101964.077,16036984139
5659,17,Meath,195044,10/3/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,1115,571.6658805,,,554844.7505,6658570746
5660,18,Monaghan,61386,10/3/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,711,1158.244551,,,392803.0473,3768943157
5661,19,Offaly,77961,10/3/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,754,967.1502418,,,561440.3786,5558826350
5662,20,Roscommon,64544,10/3/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,490,759.1720377,,,622494.1546,7278743876
5663,21,Sligo,65535,10/3/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,204,311.2840467,,,682286.8703,5348370378
5664,22,Tipperary,159553,10/3/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,823,515.8160611,,,781276.5797,11551196729
